Ragione sociale,Partita IVA,"ATECO 2007
codice",Provincia,Indirizzo sede legale - Regione,Website,Unnamed: 0,_url,depth,base_url,status,code,has_keyword
TEKNO SYSTEM SG SRL,2539930186.0,151100,Pavia,Lombardia,www.teknosystemsg.it,,,,,,,
GREEN GEORGE S.R.L.,2170130443.0,152010,Fermo,Marche,greengeorge.it,,,,,,,
"CALZATURIFICIO BRASILEN SOCIETA' A RESPONSABILITA' LIMITATA, IN S IGLA CALZATURIFICIO BRASILEN S.R.L.",639860980.0,152010,Brescia,Lombardia,www.brasilen.it,,,,,,,
DEL DUCA S.R.L.,7424240633.0,152000,Napoli,Campania,www.delduca.it,,,,,,,
SAPAF - S.R.L.,408470482.0,151209,Firenze,Toscana,sapafatelier1954.com,,,,,,,
PAMAR S.R.L.,1707620504.0,152000,Pisa,Toscana,pamarsrl.com,,,,,,,
DUE EMME SRL,1182230431.0,152020,Macerata,Marche,www.tacchificio2m.com,,,,,,,
NIAGARA & CO. SRL,4374730168.0,151209,Brescia,Lombardia,www.thebikezone.it,,,,,,,
COBRA PELLETTERIE S.R.L.,4530530486.0,151209,Firenze,Toscana,www.cobrapelletterie.com,,,,,,,
PLUSPELL SRL,3755090242.0,151100,Vicenza,Veneto,www.plus-pell.it,,,,,,,
SUOLIFICIO GBC SRL,1476640436.0,152020,Macerata,Marche,www.suolificiogbc.it,,,,,,,
HOLLY SHOES SRLS,2285980443.0,152010,Fermo,Marche,www.hollystyle.it,,,,,,,
CALZATURIFICIO LUNELLA SRL,1815550445.0,152010,Fermo,Marche,www.lunellaweb.it,,,,,,,
CALZATURIFICIO NORTON S.R.L.,262240302.0,152010,Udine,Friuli-Venezia Giulia,http://www.norton-shoes.it,,,,,,,
CALZATURIFICIO MEN'S SHOES SRL,1575130438.0,152010,Macerata,Marche,mensshoes.it,,,,,,,
FUTURA - S.R.L.,992270504.0,151100,Pisa,Toscana,www.futura-srl.net,,,,,,,
TRANCERIA LA TORRE S.R.L.,1465070512.0,152020,Arezzo,Toscana,latorrefasciature.it,,,,,,,
RICCI ENRICO S.R.L.,4268180405.0,152020,Forlì-Cesena,Emilia-Romagna,www.riccienrico.it,,,,,,,
LETA SOCIETA' A RESPONSABILITA' LIMITATA IN SIGLA LETA S.R.L.,1715730287.0,152020,Padova,Veneto,www.leta.it,,,,,,,
GAB S.R.L.,1649260443.0,152010,Fermo,Marche,www.nerogiardini.it,,,,,,,
CALZATURIFICIO DEL CARLO S.R.L.,1633190465.0,152010,Lucca,Toscana,www.robertodelcarlo.it,,,,,,,
SOLETTIFICIO TRIS SRL,427220447.0,152020,Fermo,Marche,www.solettificiotris.it,,,,,,,
PIERO TUCCI SRL,3670890486.0,151200,Firenze,Toscana,www.pierotucci.com,,,,,,,
PELLETTERIA LA MELINA S.R.L.,5969200483.0,151209,Firenze,Toscana,pelletterialamelina.it,,,,,,,
LUPI GROUP S.R.L.,1994830436.0,151209,Macerata,Marche,www.desireelupi.com,,,,,,,
EDER SHOES S.R.L.,5747450723.0,152010,Bari,Puglia,edershoes.it,,,,,,,
IO PELLE S.R.L. UNIPERSONALE,6789961213.0,151209,Napoli,Campania,www.iopelleitalia.com,,,,,,,
NEW STEP S.R.L.,1628630434.0,152010,Macerata,Marche,www.newstepsrl.it,,,,,,,
GUARDOLIFICIO LUCCHESE SOCIETA' A RESPONSABILITA' LIMITATA OPPURE: GUARDOLIFICIO LUCCHESE S.R.L.,1248730465.0,152020,Lucca,Toscana,www.guardolificiolucchese.com,,,,,,,
TACCHIFICIO GIORGIO S.R.L.,1432480505.0,152020,Pisa,Toscana,www.tacchificiogiorgio.it,,,,,,,
VUEFFE SRL,1212470445.0,152010,Ascoli Piceno,Marche,www.lilimill.com,,,,,,,
MARTINICA BELTS S.R.L.,3777900238.0,151209,Verona,Veneto,www.martinicabelts.it,,,,,,,
TACCHIFICIO PALMA S.R.L.,1250441217.0,152000,Napoli,Campania,tacchificiopalma.it,,,,,,,
REPTILE'S HOUSE S.R.L.,7382480155.0,151209,Milano,Lombardia,www.reptileshouse.net,,,,,,,
RUSAM - S.R.L.,689730505.0,152010,Pisa,Toscana,www.calzaturificiorusam.com,,,,,,,
BACCARO GROUP S.R.L.,1481300299.0,152010,Rovigo,Veneto,www.baccarogroup.com,,,,,,,
VIRGILIO CONCERIA ARTIGIANA S.R.L.,218960508.0,151100,Pisa,Toscana,virgilioconceriaartigiana.it,,,,,,,
8 PROJECT SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,9075421215.0,151209,Napoli,Campania,www.8project.it,,,,,,,
FADEL S.R.L.,1896310461.0,152010,Lucca,Toscana,www.fadel.it,,,,,,,
ANDREA D'AMICO S.R.L.,1817491200.0,151209,Bologna,Emilia-Romagna,www.andreadamico.com,,,,,,,
OFFICINA DELLA BORSA S.R.L.,4003900273.0,151209,Padova,Veneto,www.michaelsoho.com,,,,,,,
SUOLIFICIO DE CAROLIS S.R.L.,1758080442.0,152020,Fermo,Marche,www.suolificiodecarolis.com,,,,,,,
BOTTEGA QUADRA SRL,3783430246.0,151209,Vicenza,Veneto,www.bottegaquadra.com,,,,,,,
TONILAB 25 S.R.L.,1005800501.0,151100,Pisa,Toscana,tonilab25.it,,,,,,,
RI.PELL. S.R.L.,1776190645.0,151100,Avellino,Campania,www.ripellsrl.com,,,,,,,
REVOLUTION SHOES S.R.L.,6731660723.0,152020,Barletta-Andria-Trani,Puglia,www.revolutionshoes.it,,,,,,,
VP VERA PELLAMI SRL,3421980248.0,151100,Vicenza,Veneto,www.verapellami.it,,,,,,,
LOTTINI - S.R.L.,1250680467.0,152010,Lucca,Toscana,www.lottinishoes.it,,,,,,,
MALAICA SRL,4592730263.0,152010,Treviso,Veneto,www.equick.it,,,,,,,
CALZATURIFICIO LIVERPOOL S.R.L.,1583770290.0,152010,Rovigo,Veneto,www.liverpoolshoes.it,,,,,,,
LANCIO S.R.L.,2197420447.0,152010,Fermo,Marche,www.lancio.net,,,,,,,
KJR S.R.L.,3633270610.0,152010,Caserta,Campania,www.korrecta.it,,,,,,,
VALDARNOPLAST S.R.L.,1214710509.0,152010,Pisa,Toscana,www.oltreluna.com,,,,,,,
SOCEN S.R.L.,2119130447.0,152020,Fermo,Marche,www.socen.it,,,,,,,
ARTIGIANI PELLETTIERI SRL,1443600521.0,151209,Siena,Toscana,artigianipellettieri.it,,,,,,,
SUOLIFICIO CA.PRI SRL,1138130446.0,152020,Fermo,Marche,www.ca-pri.it,,,,,,,
BLUE RIBE SRL,2673670283.0,152010,Padova,Veneto,www.ribeclog.it,,,,,,,
BORGOMARINO S.R.L.,2064090687.0,151209,Pescara,Abruzzo,www.borgomarinopelle.com,,,,,,,
PRINCIPE S.R.L.,1233220506.0,152020,Pisa,Toscana,www.suolificioprincipe.it,,,,,,,
S.G.L. SERVICE S.R.L.,3784970240.0,151100,Vicenza,Veneto,www.sglrossetto.com,,,,,,,
CALZATURIFICIO MARINI PAOLO S.R.L.,1746390432.0,152010,Macerata,Marche,www.seboys.it,,,,,,,
NUOVA ARUX SOCIETA' A RESPONSABILITA' LIMITATA,960160471.0,152010,Pistoia,Toscana,http://www.nuovaarux.com,,,,,,,
CERBAI S.R.L.,2160090508.0,151209,Pisa,Toscana,cerbai.it,,,,,,,
SUOLIFICIO A.G. S.R.L.,1429350430.0,152020,Macerata,Marche,www.suolificioag.it,,,,,,,
BEST GROUP ACCESSORI S.R.L. - SOCIETA' UNIPERSONALE,2253590976.0,151209,Prato,Toscana,bestgroupaccessori.it,,,,,,,
CASTELLARI DIFFUSION S.R.L.,2541440125.0,151200,Varese,Lombardia,www.castellaridiffusion.com,,,,,,,
PASQUINI S.R.L.,1430200467.0,152010,Lucca,Toscana,www.pasquinicalzature.it,,,,,,,
MARTINA LEATHERS S.R.L.,3898070242.0,151100,Vicenza,Veneto,martinaleathers.com,,,,,,,
PELLETTERIE FOTI - S.R.L. SOCIETA' A SOCIO UNICO,6587480481.0,151209,Firenze,Toscana,pelletterie-foti.it,,,,,,,
DUECCI SRL,2435210444.0,152020,Ascoli Piceno,Marche,www.duecci-srl.it,,,,,,,
CIELLEDUE S.R.L.,3571800618.0,152010,Caserta,Campania,www.cielledue.com,21928.0,https://www.adsolut.it,2.0,www.cielledue.com,Status.SUCCESS,200.0,True
STILSUOLE S.R.L.,3800710273.0,152020,Venezia,Veneto,stilsuole.it/,,,,,,,
ANGELINI S.R.L.,3719200408.0,152020,Forlì-Cesena,Emilia-Romagna,www.angelinitacchi.com,,,,,,,
NUOVA CARPI SRL,1398850188.0,152020,Pavia,Lombardia,www.nuovacarpi.com,,,,,,,
TACCHIFICIO NUOVA VAL DI CHIENTI SOCIETA' A RESPONSABILITA' LIMITATA (IN SIGLA TACCHIFICIO NUOVA VAL DI CHIENTI S.R.L.),1524460431.0,152020,Macerata,Marche,www.nuovavaldichienti.it,,,,,,,
CALZATURIFICIO SOCLANI S.R.L.,6751221216.0,152010,Napoli,Campania,gianmarcosorelli.it,,,,,,,
ITALIAN FLAG S.R.L.,4648660266.0,152010,Padova,Veneto,hideandjack.com,,,,,,,
M.E. S.R.L.,6557640486.0,151100,Firenze,Toscana,www.mestamp.it,,,,,,,
PENELOPE SRL,2114010446.0,152010,Fermo,Marche,www.penelopeshoes.com,,,,,,,
PISTONESI SRL,2295560441.0,152020,Fermo,Marche,www.pistonesi.com,,,,,,,
BALLARINI S.R.L.,2551420413.0,151209,Pesaro Urbino,Marche,www.ballarinisrl.com,,,,,,,
ANNIEL S.R.L.,4561020266.0,152010,Treviso,Veneto,www.annielshop.com,,,,,,,
ALP SRL,1997230444.0,152010,Fermo,Marche,adno.surf,,,,,,,
RUBEK S.R.L.,1789210430.0,152020,Macerata,Marche,www.rubek.com,,,,,,,
CALZATURIFICIO PREMIERE S.R.L.,3977540750.0,152010,Lecce,Puglia,www.premieremaison.it,,,,,,,
L'AUTRE CHOSE S.R.L. - SOCIETA' IN LIQUIDAZIONE,1412510446.0,152010,Fermo,Marche,http://www.boccaccini.it,,,,,,,
CONCERIA GIADA S.P.A,529820243.0,151100,Vicenza,Veneto,www.conceriagiada.it,,,,,,,
MELISSA S.R.L.,1940180506.0,151209,Pisa,Toscana,www.melissasrl.it,,,,,,,
MENERVA S.R.L.,1477700528.0,151209,Siena,Toscana,pelletteria-menerva.it,,,,,,,
NUOVA IMMAGINE S.R.L.,2723930182.0,152020,Pavia,Lombardia,www.nuovaimmaginesrl.com,,,,,,,
MONTEVERDI S.R.L.,3836850481.0,151100,Firenze,Toscana,buy-conceriamonteverdi.it,,,,,,,
FESSURA ITALIA S.R.L.,2178780447.0,152010,Fermo,Marche,www.fessura.com,,,,,,,
RAF VALIGERIA S.R.L.,1627460460.0,151209,Lucca,Toscana,www.raf-luxury.com,,,,,,,
CONCERIA MARIO STEFANELLI & FIGLI S.R.L.,652590506.0,151100,Pisa,Toscana,www.stefanellisrl.it,,,,,,,
LE SOFT S.R.L.,4598300723.0,152000,Barletta-Andria-Trani,Puglia,www.lesoft.it,,,,,,,
CALZATURIFICIO DORIA MARIO SRL,140560434.0,152010,Macerata,Marche,www.mariodoria.it,,,,,,,
GASTALDI AUTOMOTIVE S.R.L.,3247800042.0,151209,Cuneo,Piemonte,www.gastaldiautomotive.com,,,,,,,
TOMAIFICIO SL S.R.L.,2286680448.0,152020,Fermo,Marche,www.clonessrl.com,,,,,,,
NEXT BAG S.R.L.S.,6532150486.0,151209,Firenze,Toscana,www.viamailbag.it,,,,,,,
PELLETTERIE ABL - SOCIETA' A RESPONSABILITA' LIMITATA,2421330271.0,151209,Venezia,Veneto,www.rebelleftc.com,,,,,,,
GIRONACCI PELLETTERIE SOCIETA' A RESPONSABILITA' LIMITATA IN BREVE GIRONACCI PELLETTERIE S.R.L.,1805200449.0,151209,Fermo,Marche,www.gironacci.it,,,,,,,
GAMMA 3 S.R.L.,1813520978.0,151200,Prato,Toscana,www.gamma3.net,,,,,,,
ARMETTA NICOLETTA SRL,4024080246.0,151209,Vicenza,Veneto,www.armenico.it,,,,,,,
MOON FLOWER S.R.L.,5379740631.0,152010,Napoli,Campania,www.enzodimartino.it,,,,,,,
MG ETRUSCO S.R.L.,5871970488.0,152020,Firenze,Toscana,www.mgetrusco.it,,,,,,,
LASER FASHION S.R.L.,2398080644.0,151100,Avellino,Campania,www.laserfashion.it,,,,,,,
PELLETTERIA PORTONE S.R.L.,1801650126.0,151200,Varese,Lombardia,www.castellaridiffusion.com,,,,,,,
STUDIO DESIGN - S.R.L.,1836970481.0,151200,Firenze,Toscana,www.gianfrancosisti.com,,,,,,,
DUCANERO S.R.L.,1765770431.0,152010,Macerata,Marche,www.ducanero.it,,,,,,,
MAXIMA SRL,10563310159.0,151209,Milano,Lombardia,maximabags.com,,,,,,,
BRANDINA S.R.L.,4107010409.0,151209,Rimini,Emilia-Romagna,www.brandinatheoriginal.it,,,,,,,
DULIO ACCESSORI DI DULIO ALBERTO E C. S.R.L.,274450188.0,152020,Pavia,Lombardia,www.dulioaccessori.it,,,,,,,
VALPEL DI LAMBERTO & UGO MOROZZI S.R.L.,839530474.0,151100,Pistoia,Toscana,http://www.valpel.it/,,,,,,,
IL PUMA S.R.L.,1760230506.0,151100,Pisa,Toscana,ilpumasrl.it,,,,,,,
AERRE GROUP S.R.L.,9144001212.0,152010,Napoli,Campania,demblee.it,,,,,,,
NUOVA VEREGRA SOCIETA' A RESPONSABILITA 'LIMITATA,1510970443.0,152010,Fermo,Marche,www.grazianosalvatelli.it,,,,,,,
VALERIO GIUNTOLI CORPORATION SRL,1798100473.0,152010,Pistoia,Toscana,landing.elvaqueroretailers.com,,,,,,,
MAX DI PARMA S.R.L.,1934190347.0,151209,Parma,Emilia-Romagna,www.albertodiparma.com,,,,,,,
CALZATURIFICIO ALDO'S S.R.L.,1068130473.0,152010,Pistoia,Toscana,www.wexford.it,,,,,,,
MAURI SHOES S.R.L.,5094780961.0,152010,Monza e della Brianza,Lombardia,www.maurishoes.com,,,,,,,
STAR PLAST SRL,2000890448.0,152020,Fermo,Marche,www.starplastsnc.it,,,,,,,
MARIGROUP & CO. S.R.L.,1900940501.0,151209,Pisa,Toscana,kontessaccessori.it,,,,,,,
TOMAIFICIO LIDIS SOCIETA' A RESPONSABILITA' LIMITATA,1702440478.0,152020,Pistoia,Toscana,tomaificiolidis.it,,,,,,,
CONCERIA DANIELA S.R.L.,3948180249.0,151100,Vicenza,Veneto,www.conceriadaniela.com,,,,,,,
CARBOTTI S.R.L.,1076090735.0,151200,Taranto,Puglia,www.carbottibags.com,,,,,,,
TERRIDA S.R.L.,2058000270.0,151209,Venezia,Veneto,www.terrida.com,,,,,,,
BENI' S.R.L.,407510445.0,152010,Fermo,Marche,www.ercoligino.it,,,,,,,
PRODITAL ITALIA S.R.L.,2559350240.0,151100,Vicenza,Veneto,www.prodital.biz,,,,,,,
L'ARIANNA S.R.L.,4357491218.0,152010,Napoli,Campania,larianna.it,,,,,,,
MARANT SOCIETA' A RESPONSABILITA' LIMITATA IN ABBREVIAZIONE MARANT S.R.L.,2557240641.0,151209,Avellino,Campania,pelletteriamarant.com,,,,,,,
FIMAR SRL,8978001215.0,152020,Napoli,Campania,www.gianmarcof.it,,,,,,,
RENZONI ILASIO SOCIETA' A RESPONSABILITA' LIMITATA ENUNCIABILE ANCHE RENZONI ILASIO S.R.L.,1887240446.0,152010,Fermo,Marche,www.renzoni.net,,,,,,,
EXA SRL,1729410447.0,152010,Fermo,Marche,www.exa-srl.it,,,,,,,
ROBERTO MORELLI S.R.L.,2076040449.0,152010,Fermo,Marche,www.robertomorellisrl.it,,,,,,,
POMME MANIFATTURE S.R.L.,547760678.0,151209,Teramo,Abruzzo,pomme.it,,,,,,,
CONCERIA BERTOLDI AL GIORIO S.R.L.,142130244.0,151100,Vicenza,Veneto,http://www.conceriabertoldi.com,,,,,,,
G & G CONFEZIONI SRL,6771480966.0,151209,Milano,Lombardia,ggconfezioni.com,,,,,,,
IN LINE S.R.L.,1586920447.0,152010,Fermo,Marche,www.inlinesrl.it,,,,,,,
ALPACA S.R.L.,2304610500.0,151100,Pisa,Toscana,www.conceria-alpaca.it,,,,,,,
C.L. CALZATURIFICIO SOCIETA' COOPERATIVA,4203940616.0,152010,Caserta,Campania,clcalzaturificio.it,,,,,,,
SABOR SHOES S.R.L.,2482460462.0,152010,Lucca,Toscana,www.lereginedelforte.com,,,,,,,
SUOLIFICIO GALLETTI S.R.L.,2292460447.0,152020,Fermo,Marche,www.suolificiogalletti.it,,,,,,,
LABOR SRL,485820500.0,151209,Pisa,Toscana,www.laborsrl.org,,,,,,,
MAF SRL,1746110442.0,152020,Fermo,Marche,www.mafsrl.net,,,,,,,
ALDO CASTAGNA S.R.L.,4004421212.0,152000,Napoli,Campania,www.aldocastagna.com,,,,,,,
CONSULT LINE S.R.L.,1728280262.0,152010,Treviso,Veneto,orizo.it,,,,,,,
LE PEPE' SRL UNIPERSONALE,3520550272.0,152000,Venezia,Veneto,www.lepepe.it,,,,,,,
CALZATURIFICIO ROMANO MARTEGANI S.R.L.,196340129.0,152010,Monza e della Brianza,Lombardia,www.rm1891.com,,,,,,,
START SRL,2236470502.0,151100,Pisa,Toscana,www.startleather.it,,,,,,,
FASHION MARKET S.R.L.,1836380434.0,152010,Macerata,Marche,www.barleycorn.it,,,,,,,
CO.PE.CA. S.R.L.,6145421217.0,151100,Napoli,Campania,www.copecapelli.com,,,,,,,
S.L.K. VERDECCHIA S.R.L.,1083860435.0,152010,Macerata,Marche,www.verdecchia.it,,,,,,,
ITALSUOLE SRL,7140530630.0,152020,Caserta,Campania,www.italsuole.it,,,,,,,
PREZIOSO GROUP S.R.L.,8138791218.0,152010,Napoli,Campania,www.preziosogroup.com,,,,,,,
ELLE S.R.L.,3943150163.0,152010,Bergamo,Lombardia,avenue67.it,,,,,,,
PALMADORO SRL,3071830123.0,152020,Varese,Lombardia,www.palmadoro.it,,,,,,,
FRADA S.R.L.,3216840268.0,152020,Treviso,Veneto,www.frada.it,,,,,,,
GUARDOLIFICIO DIOMEDI S.R.L.,2106310440.0,152020,Fermo,Marche,www.guardolificiodiomedi.com,,,,,,,
EUROPEAN COMFORT S.R.L.,3887590234.0,152010,Verona,Veneto,www.europeancomfort.it,,,,,,,
PELLETTERIA Z3 SRL,13177730150.0,151200,Milano,Lombardia,www.pelletteriaz3.it,,,,,,,
CALZATURIFICIO RI.ST. S.R.L. UNIPERSONALE,1841220443.0,152010,Fermo,Marche,fasterishoes.com,,,,,,,
PRES S.R.L.,1478870445.0,151100,Fermo,Marche,www.suolificiopres.it,,,,,,,
SUOLIFICIO G.L. S.R.L.,1604350445.0,152020,Fermo,Marche,www.suolificiogl.com,,,,,,,
LGN ITALIA S.R.L.,2345300442.0,152010,Fermo,Marche,www.luiginoverducci.it,,,,,,,
BASIC S.R.L.,3929100612.0,152010,Caserta,Campania,playone.it,,,,,,,
CONCERIA ITALPELLI S.R.L.,2772810640.0,151100,Avellino,Campania,www.conceriaitalpelli.it,,,,,,,
CALZATURIFICIO OSCAR SPORT S.R.L,4316980269.0,152010,Treviso,Veneto,www.oscarsport.com,,,,,,,
C3 GROUP SRL,1138140445.0,152020,Fermo,Marche,http://www.guardolificioc3.com,,,,,,,
ASCOT S.P.A.,707110508.0,151100,Pisa,Toscana,http://www.ascotspa.it,,,,,,,
ALEVI' SRL,4351360401.0,152010,Forlì-Cesena,Emilia-Romagna,www.alevimilano.com,,,,,,,
SEVEN PELLETTERIA S.R.L.,8114251211.0,151209,Napoli,Campania,www.sevenpelletteria.it,,,,,,,
BOTTEGA DEL CUOIO S.R.L.,8232611213.0,151209,Napoli,Campania,www.bottegadelcuoio.com,,,,,,,
NOVES S.R.L.,430910505.0,152020,Pisa,Toscana,www.noves.it,,,,,,,
SPACCATRICE PIAVE S.R.L.,709520506.0,151100,Pisa,Toscana,www.spaccatricepiave.it,,,,,,,
SANDROROSSI SRL,1447670439.0,152020,Macerata,Marche,www.tomaificiosandrorossi.it,,,,,,,
CALZATURIFICIO RINASCITA S.R.L.,191220698.0,152010,Chieti,Abruzzo,www.rinascitashoes.it,,,,,,,
ER.CAN S.R.L.,881570436.0,152020,Macerata,Marche,www.ercan.it,,,,,,,
MAURO GOVERNA S.R.L.,1501520348.0,151200,Parma,Emilia-Romagna,www.maurogoverna.com,,,,,,,
ETRUSCA PELLI S.R.L.,2185230501.0,151100,Firenze,Toscana,www.etruscapelli.it,,,,,,,
LUZZI S.R.L.,1178040513.0,152010,Arezzo,Toscana,www.luzzi.it,,,,,,,
BELLA SHOES SRL,2219330442.0,152010,Fermo,Marche,bellashoes.it,,,,,,,
TACCHIFICIO CRISTINA S.R.L.,3922220284.0,152000,Padova,Veneto,tacchificiocristina.it,,,,,,,
PELLETTIERI DI PARMA S.R.L.,3227800988.0,152010,Bergamo,Lombardia,www.pellettieridiparma.com,,,,,,,
ENZO BONAFE' S.R.L.,2503291201.0,152000,Bologna,Emilia-Romagna,www.enzobonafe.com,,,,,,,
CALZATURIFICIO CIASCHI S.R.L.,4503290480.0,152010,Firenze,Toscana,www.calzaturificiociaschi.net,,,,,,,
MANCINI ANGELO S.R.L.,1994410502.0,151100,Pisa,Toscana,www.conceriamancini.it,,,,,,,
CALZATURIFICIO ARTIGIANI ITALIANI S.R.L.,8062511210.0,152010,Napoli,Campania,www.bessential.it,,,,,,,
SOLETTIFICIO TERRY S.R.L.,405470444.0,152020,Fermo,Marche,www.solettificioterry.it,,,,,,,
CALZATURIFICIO MUSELLA S.R.L.,5965951212.0,152010,Napoli,Campania,www.calzaturificiomusella.it,,,,,,,
TASSI VANIS SRL,3894230360.0,151209,Modena,Emilia-Romagna,www.tassivanis.com,,,,,,,
NEW ITALIA SHOES S.R.L.,2503100261.0,152010,Treviso,Veneto,newitaliashoes.it,,,,,,,
FERRADINI BRUNO S.R.L.,827460502.0,151100,Pisa,Toscana,www.ferradinibruno.it,,,,,,,
CONCERIA GHEPARDO S.R.L.,870480506.0,151100,Pisa,Toscana,www.ghepardo.it,,,,,,,
CERBIATTO S.R.L.,1125510501.0,151100,Pisa,Toscana,www.conceriacerbiatto.it,,,,,,,
ZENIT SRL,2341130447.0,152020,Fermo,Marche,www.zenitsrl2018.it,,,,,,,
STEBOR SRL,2428210245.0,151209,Vicenza,Veneto,www.stebor.it,,,,,,,
CALZATURIFICIO EMANUELA S.R.L.,473250413.0,152010,Pesaro Urbino,Marche,www.emanuelapasseri.it,,,,,,,
JAMAICA 2020 S.R.L.,11083260965.0,151209,Milano,Lombardia,marcomasi.it,,,,,,,
RACING TACK S.R.L.,4967380157.0,151200,Varese,Lombardia,www.racingtack.it,,,,,,,
DIAMFONDI SRL,378590442.0,152010,Fermo,Marche,www.diamfondi.com,,,,,,,
PELER ITALIA S.R.L.,3593000361.0,151100,Vicenza,Veneto,www.peleritalia.com,,,,,,,
CALZATURIFICIO LAUDINO CACCIN S.R.L.,2273660288.0,152000,Padova,Veneto,www.laudinocaccin.com,,,,,,,
START UP GROUP S.R.L.,8321751219.0,151100,Roma,Lazio,startupgroupsrls.it,,,,,,,
P&P S.R.L.,9415611210.0,151209,Napoli,Campania,lineasartoriale.it,,,,,,,
GHIZZANPELLI FRIGO S.R.L.,708270509.0,151100,Pisa,Toscana,www.ghizzanpelli.com,,,,,,,
CAF S.R.L.,180840449.0,152010,Fermo,Marche,www.calzaturificiocaf.it,19818.0,https://www.fststudio.com,2.0,www.calzaturificiocaf.it,Status.SUCCESS,200.0,True
LE SELLE ITALIANE SRL,3055770980.0,151201,Brescia,Lombardia,www.leselleitaliane.com,,,,,,,
CONCERIA ACCADEMIA S.R.L.,2301930505.0,151100,Pisa,Toscana,www.expoleathers.com,,,,,,,
V E R S.R.L.,7696201214.0,151209,Napoli,Campania,www.barattolorappresentanze.it,,,,,,,
CRISTINA MILLOTTI S.R.L.,1418160519.0,152010,Arezzo,Toscana,cristinamillotti.it,,,,,,,
CALZATURIFICIO MONTELLIANA S.R.L,4472000266.0,152010,Treviso,Veneto,www.lamontelliana.it,,,,,,,
DUEGI PELLETTERIE SRL,3255300240.0,151209,Vicenza,Veneto,duegipelletterie.it,,,,,,,
CLARA S.R.L.,1291010435.0,152010,Macerata,Marche,www.myaclara.it,,,,,,,
VALENTINA BAGS S.R.L.,4639840968.0,151200,Milano,Lombardia,www.valentinabags.it,,,,,,,
TREGIPELL S.R.L. - SOCIETA' UNIPERSONALE,2789620248.0,151100,Vicenza,Veneto,tregipell.it,,,,,,,
TRE ESSE S.R.L.,1636860437.0,152020,Macerata,Marche,www.suolificiotreesse.it,,,,,,,
SARA BURGLAR S.R.L.,1882070434.0,151209,Macerata,Marche,saraburglar.com,,,,,,,
CONCERIA TURBIGHESE S.R.L.,693580151.0,151100,Milano,Lombardia,http://www.conceriaturbighese.it,,,,,,,
LORENA PAGGI S.R.L.,1633100449.0,152010,Fermo,Marche,www.lorenapaggi.it,,,,,,,
TEOX S.R.L.,1709280448.0,152020,Fermo,Marche,www.teox.it,,,,,,,
STELLA MARIS S.R.L.,1187860885.0,151209,Ragusa,Sicilia,www.abbonebbone.com,,,,,,,
CO.BRI. S.R.L.,3993110489.0,151200,Firenze,Toscana,cobripelletterie.it,,,,,,,
IM ITALIANA MANIFATTURE SRL,2438370443.0,151209,Fermo,Marche,www.italianamanifatture.eu,,,,,,,
BUTI SRL,1723370506.0,151200,Pisa,Toscana,www.butipelletterie.com,,,,,,,
TOMAIFICIO TARGA S.R.L.,1451670291.0,152020,Rovigo,Veneto,tomaificiotarga.it,,,,,,,
GIORI S.R.L.,2367500440.0,152020,Fermo,Marche,www.tranceriagiori.it,,,,,,,
CALZATURIFICIO AMORUSO S.R.L.,7893750724.0,152010,Barletta-Andria-Trani,Puglia,www.vicodebramo.it,,,,,,,
TOP LINE SRL FASHION FACTORY,1885340438.0,152020,Macerata,Marche,www.toplinesrl.it,,,,,,,
TORO S.R.L.,5215670489.0,151209,Prato,Toscana,www.toropelletterie.it,,,,,,,
PASSI D'ESTATE SOCIETA' A RESPONSABILITA' LIMITATA,8107551213.0,152010,Napoli,Campania,www.paolafiorenza.com,,,,,,,
CALZATURIFICIO MICHELA S.R.L.,2398670469.0,152010,Lucca,Toscana,dtdesign.it,,,,,,,
CALZATURIFICIO R.E.F.A.C. S.R.L.,1246890436.0,152010,Macerata,Marche,www.openclosedshoes.com,,,,,,,
DETTAGLI S.R.L.,1339370445.0,152020,Fermo,Marche,www.dettaglisrl.it,,,,,,,
DAVID S.R.L.,3774110161.0,151209,Bari,Puglia,davidsrl.com,,,,,,,
SENATORE S.R.L.,5516520656.0,151209,Salerno,Campania,www.namenu.it,,,,,,,
WESTERNBULL S.R.L.,2210240509.0,151209,Pisa,Toscana,westernbull.com,,,,,,,
BELTRAMI EMORE S.R.L.,1645510361.0,151200,Modena,Emilia-Romagna,beltramipelletteria.it,,,,,,,
MALIZIOSA S.R.L. - SOCIETA' A RESPONSABILITA' LIMITATA,1159570447.0,152010,Fermo,Marche,www.maliziosa.net,,,,,,,
CORIUM SRL,6292990485.0,151209,Firenze,Toscana,www.corium-creazioni.it,,,,,,,
ETRURIA TACCHI S.R.L.,1992040517.0,152020,Arezzo,Toscana,www.etruriatacchi.com,,,,,,,
EBE GROUP S.R.L.,3553760616.0,152010,Caserta,Campania,www.ebegroup.it,,,,,,,
SINTESS S.R.L.,3023620242.0,151209,Vicenza,Veneto,http://www.sintess.it,,,,,,,
CALZATURIFICIO PEGASO S.R.L.,1810200509.0,152010,Pisa,Toscana,www.pegasoshoes.com,,,,,,,
ARPEC ITALIA SRL,1983390442.0,152020,Ascoli Piceno,Marche,www.arpecitalia.com,,,,,,,
