Ragione sociale,Website,URLPositivo,Profondità,Significativo,EsitoRichiesta,CodiceRisposta
Tomaificio Magisi Di Maroni Giovanna & Silvana Snc,https://www.dnb.com/business-directory/company-profiles.tomaificio_magisi_di_maroni_giovanna__silvana_snc.16da9b8b3e01bd3d1df17fd6b6ef31b6.html,,,,SUCCESSO,403.0
Samuele Di Pietropaolo Maria & C. S.a.s.,https://certastampa.it/attualita/15983-palloncini-bianchi-per-lultimo-saluto-a-samuele-di-pietropaolo-foto.html,,,,SUCCESSO,200.0
Calzaturificio Collection Di Paolo Monaldi & C. S.n.c.,https://www.robertodipaolo.com/,,,,SUCCESSO,200.0
Campitelli Antonio & C. Snc,https://www.facebook.com/macelleriacampitelliantonio/,,,,SUCCESSO,200.0
Paco Finis Di Costanzi & Palmieri S.n.c.,https://www.dnb.com/business-directory/company-profiles.paco_finis_di_costanzi__palmieri_snc.65067c91682f6cf2c7ed57501cca9414.html,,,,SUCCESSO,403.0
Calz. Punto Zero Di Mercuri Renzo & C. Sas,https://renzomercuri.com/,,,,TIMEOUT,
Pistilli Gabriele,https://www.facebook.com/public/Gabriele-Pistilli/,,,,SUCCESSO,200.0
Calzaturificio Rutili Srl,https://www.dnb.com/business-directory/company-profiles.calzaturificio_new_rutil_srl.944000a4be656d20a436b5ac99c5b45d.html,,,,SUCCESSO,403.0
Polini Spa,https://www.polini.com/en/,,,,SUCCESSO,200.0
Calzaturificio Stele Di Galletti Luigi,https://www.stelecalzaturificio.it/,,,,SUCCESSO,200.0
Bronzi Filippo,https://www.facebook.com/bronzifilipposdrakopoulos/,,,,SUCCESSO,200.0
Calzaturificio Primissima Baby Di Tamanti Gabriele,https://www.ricercare-imprese.it/monte-san-giusto/5425734-calzaturificio-primissima-baby-di-tamanti-gabriele,,,,SUCCESSO,200.0
Cipolletti Marco,https://www.linkedin.com/in/cipollettimarco,https://www.linkedin.com/pulse/topics/home,2.0,False,SUCCESSO,200.0
Tiesse Eredi Mencarini,https://www.tiesse.com/en/homepage-tiesse-en/,,,,SUCCESSO,200.0
Mpm Di Miandro Vincenzo & C. Snc,https://www.misterimprese.it/marche/macerata/civitanova-marche/calzature-produzione-e-vendita-ingrosso/1197343.html,,,,SUCCESSO,200.0
Elisa S.a.s. Di Gaudenzi Ferruccio & C.,https://www.impresaitalia.info/mstdb80771973/elisa-sas-di-gaudenzi-ferruccio-e-c/morrovalle.aspx,,,,SUCCESSO,200.0
Tranceria Ma.ga. Di Tullio Massimo & Gabriele S.n.c.,https://registroaziende.it/azienda/tranceria-maga-di-tullio-gabriele-morrovalle,,,,SUCCESSO,200.0
Atlanta Models Srl,https://www.amtagency.com/,,,,SUCCESSO,200.0
Gi.end.vi. Di Grassetti Gianluca & C. Snc,https://www.cylex-italia.it/morrovalle/gi-end-vi--di-grassetti-gianluca---c--snc-8422874.html,,,,SUCCESSO,403.0
Artigiana Modelli Snc Di Minozzi Pierino E C.,https://www.modellartigiana.it/,,,,SUCCESSO,200.0
Evelin Di Rapari Giovanna & C. Snc,https://www.impresaitalia.info/mstdb80901403/calzaturificio-universo-srl/montegranaro.aspx,,,,SUCCESSO,200.0
Calzaturificio M.b.m. Srl,https://mpcalzaturificio.it/en/,,,,SUCCESSO,200.0
Calzaturificio Amcar Srl,https://www.dnb.com/business-directory/company-profiles.calzaturificio_amcar_srl.98eb8bb3decd80c4951555f12ec8dfa8.html,,,,SUCCESSO,403.0
Nar S.r.l.,http://www.narsrl.com/eng/,,,,SUCCESSO,200.0
Calzaturificio Pradika Srl,https://www.linkedin.com/company/calzaturificio-pradika-s.r.l.,https://www.linkedin.com/pulse/topics/home/?trk=organization_guest_guest_nav_menu_articles,2.0,False,SUCCESSO,200.0
Tomaificio Luimar Di De Angelis Luigi & Toto' Maria Pia S.n.c.,https://www.ufficiocamerale.it/9238/tomaificio-luimar-di-de-angelis-luigi-toto-maria-pia-snc,,,,SUCCESSO,200.0
Company Di Petrini & C. S.n.c.,https://www.dnb.com/business-directory/company-profiles.autotrasporti_petrini_snc_di_petrini_andrea__c.10c00e3425bdeed11147bcd03d775657.html,,,,SUCCESSO,403.0
Orsili V. & C. S.n.c.,https://www.ufficiocamerale.it/9837/orsili-v-c-snc,https://cloud.google.com/sustainability/region-carbon,2.0,False,SUCCESSO,200.0
Capriccio Sas Di Mecozzi Roberta & C.,https://www.dnb.com/business-directory/company-profiles.capriccio_sas_di_rebecchi_marina_e_c.2bf86e5eb5c6309cc77e0e5321e2983f.html,,,,SUCCESSO,403.0
Tacchificio Silvia Di Iuale' Maria & C. S.n.c.,https://www.tacchificioilta.com/en/Azienda,,,,SUCCESSO,200.0
Aries Di Callegaro Ivana & C. S.n.c.,https://www.dnb.com/business-directory/company-profiles.aries_di_callegaro_ivana__c_snc.807ffe5eef07aed29e771cee08bb6354.html,,,,SUCCESSO,403.0
Guardolificio Elma Di Michetti Adriano & C. - S.n.c.,https://www.guardolificiomichetti.com/en/,,,,SUCCESSO,200.0
Tomaificio Luca Di Di Chiara Antonio & Cimarelli S.n.c.,https://www.dnb.com/business-directory/company-profiles.tomaificio_ar_srl.fe43b80aeb6a0acba3d621f2320bdbe9.html,,,,SUCCESSO,403.0
Ciarrocchi Srl,https://www.dnb.com/business-directory/company-profiles.ciarrocchi_srl.d2ae759e5318673a065f95ce0f94a0b2.html,,,,SUCCESSO,403.0
Due F. S.r.l,https://www.dnb.com/business-directory/company-profiles.due_f_srl.d183608a88c03499e14535c1c91fc348.html,,,,SUCCESSO,403.0
Calzaturificio Eagle Srl,https://www.dnb.com/business-directory/company-profiles.calzaturificio_eagle_srl.b2f8e92732bf5c8db01b158ba3dbeb25.html,,,,SUCCESSO,403.0
Gentili Liliana & C. Snc,https://it.linkedin.com/in/luana3dx,,,,SUCCESSO,429.0
Gold Friends Di Marcellino Riccardo & C. Sas,https://www.coobiz.it/azienda/monte-san-pietrangeli-produzione-lavorazione/co1622174,,,,SUCCESSO,200.0
F.lli Conti Di Formentini Conti Silvana E De Luca Conti Lola S.n.c.,https://www.salumificio-conti.com/,,,,SUCCESSO,200.0
Calzaturificio Telusiano Di Attorri L. E Pierini E. - S.n.c.,https://www.virgilio.it/italia/monte-san-giusto/cat/CALZATURE_PRODUZIONE_E_INGROSSO/vicino_VIA_MACERATA.html,https://quifinanza.it,2.0,False,SUCCESSO,200.0
La Moderna Di Craia Maria Luisa & C. Sas,https://www.marialuisacraia.com/,,,,SUCCESSO,200.0
Petroselli & Del Vecchio S.a.s.,https://www.dnb.com/business-directory/company-profiles.petroselli__del_vecchio_sas.b76c1648df091887f15a1e4fd3d04104.html,,,,SUCCESSO,403.0
F.m.c. Di Ciccarelli Rosa & C. - S.n.c. -,https://reportazienda.it/aziende/MC/fmc-di-ciccarelli-rosa-c-snc-79245,,,,SUCCESSO,200.0
Calzaturificio Universo Srl,https://www.patriziashoes.com/en/the-company/calzaturificio/,,,,SUCCESSO,200.0
Calzaturificio Navajos Eredi Romitelli Maria Srl,https://romitellishoes.com/company/,,,,SUCCESSO,200.0
Cipriani Di Cipriani Fabrizio,https://www.linkedin.com/in/fabriziocipriani,,,,SUCCESSO,429.0
Cut Di Lamponi Marco,https://www.ufficiocamerale.it/2066/cut-di-lamponi-marco,https://cloud.google.com/sustainability/region-carbon,2.0,False,SUCCESSO,200.0
Calzaturificio Giovanni Cognigni Di Ciarpella Silvana,https://calzaturificiogordon.it/,,,,TIMEOUT,
Calzaturificio Alessandro Di Pennente Alessandro,https://www.dnb.com/business-directory/company-profiles.calzaturificio_alessandro_di_pennente_alessandro.3a3f1bc150c55660559a0b27ea4b6fd3.html,,,,SUCCESSO,403.0
Girmar Srl,https://www.listafirme.ro/girmar-srl-8344026/,,,,SUCCESSO,200.0
Calzaturificio Cierre Di Cintio Claudio,https://www.portalecreditori.it/procedura?id=q5KwYQd2xe,,,,SUCCESSO,200.0
Calzaturificio Mirko Ciccioli Srl Unipersonale,https://www.ufficiocamerale.it/1351/calzaturificio-mirko-ciccioli-srl-in-liquidazione,https://cloud.google.com/sustainability/region-carbon,2.0,False,SUCCESSO,200.0
Suolificio Buratti Di Buratti Sante & C. Snc,https://www.dnb.com/business-directory/company-profiles.suolificio_buratti_di_buratti_sante__c_snc.9cf5067767c8bf997ee2fdb60e8629f5.html,,,,SUCCESSO,403.0
De Pietri Srl,https://dpdepietri.it/,,,,SUCCESSO,200.0
Raparo Srl,https://www.raparo.com/,,,,SUCCESSO,200.0
Dajan Shoes Di Miandro Mauro,https://www.facebook.com/danieledimauro/,,,,SUCCESSO,200.0
Emme-2 Di Nori Marco E Mauro Snc,https://www.dnb.com/business-directory/company-profiles.emme-2_di_nori_marco_e_mauro_snc.b0425fcc245cdcd16cc360e4cd17a0d4.html,,,,SUCCESSO,403.0
Texon Italia Spa,https://www.texon.com/contact-us/italy-2/,,,,SUCCESSO,200.0
Frenquelli Di Frenquelli Pompeo,https://archive.org/details/bub_gb_7VIpHLtTU4MC,,,,SUCCESSO,200.0
"C & G Di Gentili, Ciccale' E C. Sas",https://www.impresaitalia.info/mstdb80936145/c-e-g-di-gentili-ciccale-e-c-sas/sant-elpidio-a-mare.aspx,,,,SUCCESSO,200.0
Kastyan Srl,https://www.creditsafe.com/business-index/en-gb/company/kastyan-srl-it02415831,,,,SUCCESSO,200.0
Meridien Srl,https://www.dnb.com/business-directory/company-profiles.meridien_profumi_srl.b31b5275838582c752915a93e87ee1e9.html,,,,SUCCESSO,403.0
Marini Lino,https://www.linkedin.com/in/lino-marini-9527773,,,,SUCCESSO,999.0
Luciani Giulio,https://www.facebook.com/luciani.giulio.3/,,,,SUCCESSO,200.0
Calzaturificio In Di Ripani Mirella E C. S.n.c.,https://www.yelp.com/biz/calzaturificio-in-di-ripani-mirella-monte-urano,,,,SUCCESSO,200.0
Calzaturificio Alberto Settimi Srl,https://www.ufficiocamerale.it/5856/calzaturificio-alberto-settimi-srl-in-liquidazione,https://cloud.google.com/sustainability/region-carbon,2.0,False,SUCCESSO,200.0
Grel Di Gregori Elvia,https://www.dnb.com/business-directory/company-profiles.grel_di_gregori_elvia.64e989820eef22dcdd69561b276b7835.html,,,,SUCCESSO,403.0
Union Fondi Di Lottatori Fabrizio & C. S.n.c.,https://www.union-investment.com/funds/italy,,,,SUCCESSO,200.0
David S.r.l.,https://davidsrl.com/,,,,SUCCESSO,200.0
Gianfranco Butteri Srl,https://www.gianfrancobutteri.com/,,,,SUCCESSO,200.0
Ruani Marcello,https://www.facebook.com/people/Marcello-Ruani/100013320758711/,,,,SUCCESSO,200.0
Calzaturificio Leopamy Srl,https://www.europages.co.uk/CALZATURIFICIO-LEOPAMY-SRL/SEAC000568570-001.html,,,,SUCCESSO,200.0
Blu D'autore Srl,https://www.dnb.com/business-directory/company-profiles.blu_dautore_srl.4a2f4ebfcd4cdabfea78895013cc1ebb.html,,,,SUCCESSO,403.0
Cinzia Srl,https://www.cinziasrl.it/,,,,SUCCESSO,200.0
Calzaturificio R. Fabi Di Regolo Fabiola,https://www.fabishoes.it/it/casafabi,,,,SUCCESSO,200.0
Solettificio Marco Di Funari Antonio,https://www.solvafra.it/solettificio-vafra/,,,,SUCCESSO,200.0
Calzaturificio Gionata Di Morganti Gionata & C. Snc,https://www.cylex-italia.it/sant-elpidio-a-mare/calzaturificio-gionata-di-morganti-gionata---c--snc-7663797.html,,,,SUCCESSO,403.0
Calzaturificio Ci Effe Due Di Funari Renato,https://reportazienda.it/aziende/AP/calzaturificio-ci-effe-due-di-funari-renato-175454,,,,SUCCESSO,200.0
Gaia Calzature Di Rosella Lanciotti,https://www.abiecab.it/recensione-az-Gaia_Calzature_Di_Rosella_Lanciotti-1220381.php,,,,SUCCESSO,200.0
Calzaturificio Novajos Eredi Romitelli,https://romitellishoes.com/company/,,,,SUCCESSO,200.0
Calzature Silenzi Di Silenzi Piergiuseppe,https://www.oliarocalzature.com/marca/fabrizio-silenzi/,,,,SUCCESSO,200.0
Calzaturificio Ri.st. Srl Unipersonale,https://www.creditsafe.com/business-index/en-gb/company/calzaturificio-rist-srl-unipersonale-it02410810,,,,SUCCESSO,200.0
Calzaturificio Lanciotti A.r. Srl,https://www.dnb.com/business-directory/company-profiles.calzaturificio_lanciotti_ar_srl.9c6ae543506273c44a305cc5847668c7.html,,,,SUCCESSO,403.0
Calzaturificio Betty Di Galletti Andrea & C. Snc,https://nicelocal.it/marche/shops/calzaturificio_betty_di_galletti_andrea_e_c_snc/,,,,SUCCESSO,200.0
Calzaturificio Boncori Franco,https://bontoni.com/our-story/heritage/three-generations/,,,,SUCCESSO,200.0
Calzaturificio Roberto Romagnoli Di Choukri Souad In Romagnoli,http://www.thehistorialist.com/2017/03/1964-umberto-romagnoli-bologna.html,,,,ERRORE,
Far Out Srl,https://www.far-out.it/,,,,SUCCESSO,200.0
Calzaturificio Bruno L'artigiano Di Zeppa Daniela,https://www.ufficiocamerale.it/7489/calzaturificio-bruno-lartigiano-di-zeppa-daniela,,,,SUCCESSO,200.0
Cimici Srl,https://www.dnb.com/business-directory/company-profiles.cimici_srl.66122eee2135dc79f88792cc47604eb9.html,,,,SUCCESSO,403.0
Sagi Srl,https://www.sagispa.it/en,,,,SUCCESSO,200.0
Parisienne Di Iommi Eredi Iommi Luigi,http://www.iommi.com/2024/03/anno-domini-1989-1995/,,,,SUCCESSO,200.0
Morresi Leonardo,https://www.facebook.com/leonardo.morresi/,,,,SUCCESSO,200.0
Blu 101 Srl,https://bssaudio.com/en/products/blu-101,,,,SUCCESSO,200.0
Virle Srl,https://www.dnb.com/business-directory/company-profiles.virle_srl.97cad0fb4f1c35e2146e47b1d5cd2970.html,,,,SUCCESSO,403.0
Dielle Di Leonardo Divisi,https://www.dielle.it/s03,,,,SUCCESSO,200.0
Ds Di Centanni Daniele,https://it.linkedin.com/in/dannm4,,,,SUCCESSO,999.0
Catini Enzo,https://www.zoominfo.com/c/catini-enzo/531883383,,,,SUCCESSO,403.0
Calzature Rossi Mirko,https://www.facebook.com/calzaturemirkorossi/,,,,SUCCESSO,200.0
Pigini Srl,https://www.pigini.com/,,,,SUCCESSO,200.0
Renzano Di Renzi Massimo,https://www.lanuovasardegna.it/ultimora-adnkronos/2024/05/29/news/europee-bonino-no-liti-con-renzi-calenda-spreca-migliaia-di-voti-europeisti-1.100529241,,,,SUCCESSO,200.0
Achilli Marco,https://www.achilliusa.com/our-history/,,,,SUCCESSO,200.0
Top Shoes Srl,https://www.dnb.com/business-directory/company-profiles.top_shoes_srl.2d1fd44c92e3a6e99f431d7682b97876.html,,,,SUCCESSO,403.0
Coccia & Co Srl,https://www.dnb.com/business-directory/company-profiles.coccia__co_srl.436f64fbc75691062b381a32716da73e.html,,,,SUCCESSO,403.0
Produzione Calzature Af Di Amantini Fabrizio,https://italian-traditions.com/it/calzaturifici-italiani-eccellenza-made-italy/,,,,SUCCESSO,200.0
Luca Plast Di Fedeli Gianluca,https://www.ufficiocamerale.it/8141/luca-plast-di-fedeli-gianluca,https://cloud.google.com/sustainability/region-carbon,2.0,False,SUCCESSO,200.0
Effedi Srl,https://www.effedigroup.com/,,,,SUCCESSO,200.0
Goretti Elvira Srl,https://goretti.it/,,,,SUCCESSO,200.0
Tacchificio Mancini Luigino,https://www.yelp.com/biz/tacchificio-mancini-luigino-porto-santelpidio,,,,SUCCESSO,200.0
Lab Srl,https://www.labsrl.com/en/,,,,SUCCESSO,200.0
Magic Bulls Di Galandrini Secondo & C. Snc,https://www.mistralspecialparts.it/en/contacts/,,,,SUCCESSO,200.0
Promar Moda Snc Di Martinelli Giovannina & C.,https://www.coobiz.it/azienda/sant-elpidio-a-mare-commercio-ingrosso/co3727109,,,,SUCCESSO,200.0
Simona Snc Di Lattanzi Endrio & C.,https://gb.kompass.com/c/simona-s-a-s-di-lattanzi-endrio-c/it1431829/,,,,SUCCESSO,403.0
New Age Di Capparuccini Gianfranco,https://www.reteimprese.it/calzature-ingrosso-produzione/porto-sant-elpidio/azienda/1493495,,,,SUCCESSO,200.0
Calzaturificio Vipan Di Pantanetti A.m. & C. S.n.c,https://www.pantanetti.it/,,,,TIMEOUT,
2 P Di De Carlonis Raffaele E C Snc,https://www.decarlonis.it/,,,,SUCCESSO,200.0
Ixos Snc Di Malloni Fabrizio & C.,https://ixosofficial.com/,,,,SUCCESSO,200.0
Nuova Puntal Shoes Di Trisciani Tania & C Snc,https://it.linkedin.com/in/tania-trisciani-06986612b,,,,SUCCESSO,429.0
B.l. Plast Di Bernardini Laura,https://www.blplast.it/,,,,SUCCESSO,200.0
Calzature Bimbi Srl,https://www.linkedin.com/company/calzature-bimbi-srl,https://www.linkedin.com/pulse/topics/home/?trk=organization_guest_guest_nav_menu_articles,2.0,False,SUCCESSO,200.0
Crepida Srl,https://crepida.it/,,,,SUCCESSO,200.0
Tacchificio Emmetti Srl,https://tacchificiomonti.com/about-us/?lang=en,,,,SUCCESSO,200.0
Brillarelli Srl,https://www.visura.pro/imprese/3973011533-brillarelli-srl.html,,,,SUCCESSO,200.0
M&f Srl,https://www.dnb.com/business-directory/company-profiles.m__f_srl.c20d09b3dd80e4715f3add45d442994f.html,,,,SUCCESSO,403.0
Fru.it Srl,https://www.fru.it/,,,,SUCCESSO,200.0
Tm Service Srl,https://www.tmcorp.it/,,,,SUCCESSO,200.0
Calzaturificio Men's Shoes Srl,https://www.calzaturificiomenshoes.it/,,,,SUCCESSO,200.0
Calzaturificio Lory Srl,https://www.dnb.com/business-directory/company-profiles.calzaturificio_lory_srl.ba8d8845afbf0529f4d9a9ecce055453.html,,,,SUCCESSO,403.0
Walk On Srl,https://www.walk-on.it/,,,,SUCCESSO,200.0
Suolificio Mara Srl,https://www.ufficiocamerale.it/8037/suolificio-mara-srl-in-liquidazione,https://cloud.google.com/sustainability/region-carbon,2.0,False,SUCCESSO,200.0
V.s. Di Pasqualini Vittoriano,https://www.facebook.com/people/VS-di-Pasqualini-Vittoriano-Verniciatura-Tacchi/100065070190738/,,,,SUCCESSO,200.0
Angela Falconi Srl,https://www.dnb.com/business-directory/company-profiles.falco_srl.9a0187ae656d0e586411e56ec9614aca.html,,,,SUCCESSO,403.0
Andrea Pignotti Srl,https://it.linkedin.com/in/andrea-pignotti,,,,SUCCESSO,999.0
Alessandra Emme Srl,https://www.ufficiocamerale.it/9445/alessandra-emme-srl,https://cloud.google.com/sustainability/region-carbon,2.0,False,SUCCESSO,200.0
Criante Donatello,https://en.wikipedia.org/wiki/Donatello,,,,SUCCESSO,200.0
Nama Bay Srl,https://www.dnb.com/business-directory/company-profiles.nama_bay_srl.ebe2994c8be009d0387e4a92f09f3b8f.html,,,,SUCCESSO,403.0
Lucidatura Tacchi E Suole Jea Di Montemaggio Joan & C. Sas,https://www.lcstampaggio.it/,,,,SUCCESSO,200.0
Mauro Creazioni Di Nucci Mauro,https://www.corriereromagna.it/ravenna/soldi-in-cambio-di-fondi-europei-a-ravenna-in-carcere-per-truffa-l-intermediario-luca-silvestrone-in-passato-provo-a-comprarsi-il-cagliari-per-con-FE457896,,,,SUCCESSO,200.0
Mei Delia,https://www.deliabw.edu.hk/,,,,SUCCESSO,200.0
Lealb Pictur Di Minnetti Lina,https://www.facebook.com/lina.minnetti/,,,,SUCCESSO,200.0
Thai's Srl,https://www.dnb.com/business-directory/company-profiles.thais_srl.1cde8188ee3cc5009292a03abb6a9d40.html,,,,SUCCESSO,403.0
C.o.r. Di Olivieri Giammauro,https://www.yelp.com/biz/c-o-r-di-olivieri-giammauro-porto-s-elpidio,,,,SUCCESSO,200.0
I.f.s. - Insurance Financial Service - Societa A Responsabilita Limitata,https://www.dlapiperintelligence.com/goingglobal/corporate/index.html?t=04-legal-liability&c=IT,,,,SUCCESSO,200.0
To.sca. S.r.l.,https://www.tosca-srl.com/en/,,,,SUCCESSO,200.0
Debach Joseph,https://www.josephdebach.it/,,,,SUCCESSO,200.0
"Edil Restauri S.n.c. Dei Fratelli Musto Vito, Luciano E Antonio",https://reportazienda.it/aziende/RM/edil-restauri-snc-dei-fratelli-musto-vito-luciano-e-antonio-753227,,,,SUCCESSO,200.0
Edil Portuense Societa In Nome Collettivo Di Nenci Marco E Aldo,https://www.visura.pro/imprese/2676235794-edil-portuense-societa-in-nome-collettivo-di-nenci-marco-e-aldo.html,,,,SUCCESSO,200.0
Ba.co.plast Di Corzani Stefano E C. Snc,http://www.bcparredamenti.biz/chi-siamo.php,,,,SUCCESSO,200.0
Cuoiogallo S.a.s. Di Simeoni Valentino E C.,https://www.dnb.com/business-directory/company-profiles.cuoiogallo_sas_di_simeoni_valentino_e_c.b80b4fd10fea96f2a7dc84b696b6c11f.html,,,,SUCCESSO,403.0
De Luca Costruzioni Di De Luca Dino & C. - S.n.c.,https://delucacostruzioni.com/,,,,SUCCESSO,200.0
F.lli Petrungaro Di Petrungaro F. E S. S.n.c.,https://www.dnb.com/business-directory/company-profiles.flli_pettrone_snc_di_pettrone_salvatore_e_francesco.94fcceab7569a2e5069dfdfa91bc53aa.html,,,,SUCCESSO,403.0
Astir International S.r.l.,https://www.astir.com/en/,,,,SUCCESSO,200.0
American Srl,https://www.dnb.com/business-directory/company-profiles.america_srl.95c84c3362afadb90cabf50292ad9a3c.html,,,,SUCCESSO,403.0
Path Park S.r.l.,https://www.visura.pro/imprese/3348709180-path-park-s-r-l.html,,,,SUCCESSO,200.0
De Angelis Marcello,https://www.instagram.com/horse.md/,,,,SUCCESSO,200.0
Tomaificio Leader S.n.c. Di Iacomini Maria Cristina & C.,https://www.eccellenzeitaliane.com/aziende/tomaificio-leader-snc-di-iacomiini-maria-cristina-e-c/574919,,,,SUCCESSO,200.0
Slipper Di Ombrosi Paolo,https://www.youtube.com/watch?v=lXhbzCXyTW0,,,,SUCCESSO,200.0
Tomart Srl,https://www.dnb.com/business-directory/company-profiles.tomart_srl.f1a8ed8e573e641448c41fff2d3b7354.html,,,,SUCCESSO,403.0
Calzature Silvano S.r.l.,https://www.silvanolattanzi.com/,,,,SUCCESSO,200.0
Calzaturificio Garden S.r.l.,https://www.dnb.com/business-directory/company-profiles.calzaturificio_garden_srl.b7c8a25c439cf08b1e892cac19b975a9.html,,,,SUCCESSO,403.0
Mancini Raffaele Calzaturificio,https://www.mymancini.it/,,,,SUCCESSO,200.0
Felle Francesco,https://www.facebook.com/francesco.felle/,,,,SUCCESSO,200.0
Della Penna Maria Teresa,https://www.facebook.com/public/Teresa-Della-Penna/,,,,SUCCESSO,200.0
Paterna Giuseppe & Dante,https://www.dnb.com/business-directory/company-profiles.paterna_giuseppe__dante.613d87b5c001e67e6b2332c1056172ef.html,,,,SUCCESSO,403.0
Dema Sas Di De Deominicis Geremia & C,https://it.linkedin.com/in/geremia-de-dominicis-12047b38,,,,SUCCESSO,429.0
Estroverso Snc Di Giuditta De Angelis & Donatella Ruscitti,https://www.ufficiocamerale.it/2325/de-angelis-donatella,https://cloud.google.com/sustainability/region-carbon,2.0,False,SUCCESSO,200.0
Gensi Srl,https://www.calzaturificiogensi.com/,,,,SUCCESSO,200.0
Calzaturificio Italia In Srl,https://www.dnb.com/business-directory/company-profiles.calzaturificio_italia_in_srl.8e76b58a6cbad9e684af79b974d889ba.html,,,,SUCCESSO,403.0
Gr Group Srl,https://www.grgroup.srl/en/,,,,SUCCESSO,200.0
Sawela Societa' Cooperativa,https://www.sawelalodges.com/index.html,,,,SUCCESSO,200.0
Shasa Srl,https://shasa-beauty.com/,,,,SUCCESSO,200.0
Mafran Srl,https://www.mafran.it/,,,,SUCCESSO,200.0
Calzaturificio Number One Srl,https://www.dnb.com/business-directory/company-profiles.calzaturificio_number_one_srl.ba9e104f6f7ee6bee44ad8eaea69f9f3.html,,,,SUCCESSO,403.0
Domi Sas Di Antonietta De Lucia,https://www.misterimprese.it/campania/napoli/grumo-nevano/calzaturifici-e-calzolai-fornitori/1630675.html,,,,SUCCESSO,200.0
Calzaturificio 2f Di Laveglia Michele,https://www.coobiz.it/azienda/sanza-fabbricazione-calzature/co1632953,,,,SUCCESSO,200.0
Gruppo Santamaria Srl,https://grupposantamaria.com/,,,,SUCCESSO,200.0
Calzature Andrea Rigoli Di Vincenzo Rigoli Sas,https://registroaziende.it/azienda/calzature-andrea-rigoli-di-vincenzo-rigoli-sas-sgiorgio-a-cremano,,,,SUCCESSO,200.0
Creazioni Grassia Di Grassia Francesco & C. Sas,https://www.companyreports.it/creazioni_grassia_di_grassia_francesco_c_sas-02457450613,,,,SUCCESSO,200.0
F.g. Sas Di Cascella Maria Raffaela,https://registroaziende.it/azienda/fg-sas-di-cascella-maria-raffaela-grumo-nevano,,,,SUCCESSO,200.0
Calzaturificio Martina Di Pinci Rosaria,https://www.dnb.com/business-directory/company-profiles.calzaturificio_martina_di_pinci_rosaria.9536ad88f3cbbd86696678f982a8bb56.html,,,,SUCCESSO,403.0
Calzaturificio Clemente Srl,https://www.calzaclemente.it/,,,,SUCCESSO,200.0
Crescenzo Sergio,https://www.rottentomatoes.com/celebrity/sergio_de_crescenzo,,,,SUCCESSO,200.0
Calzaturificio Giomin Srl,http://www.elencone.it/luoghi/calzaturificio-giomin-s-r-l/,,,,SUCCESSO,400.0
Euro Cuoio Di Inserra Domenico Sas,https://www.dnb.com/business-directory/company-profiles.euro_cuoio_di_inserra_domenico_sas.a7139b15f6401f4457a17283e2edae40.html,,,,SUCCESSO,403.0
Calzaturificio Asia Srl,https://www.calzaturificiogensi.com/en/,,,,SUCCESSO,200.0
Mp Studio Srl,https://www.dnb.com/business-directory/company-profiles.mp_studio_srl.c52ef3b60e355e8fa25ce0efa6e6c52c.html,,,,SUCCESSO,403.0
Modern Shoes Piccola Scarl,https://www.piccolashoes.com/collections/in-stock-petite,,,,SUCCESSO,200.0
Cimmino Umberto Calzaturificio Sas Di Cimmino Umberto & C.,https://www.coobiz.it/azienda/grumo-nevano-lavorazione-produzione/co1630034,,,,SUCCESSO,200.0
Graziano Giuseppe,https://www.facebook.com/public/Giuseppe-Graziano/,,,,SUCCESSO,200.0
Calzaturificio & Tomaificio Sletter Di Letterese Sonia,https://www.coobiz.it/azienda/san-felice-a-cancello-fabbricazione-calzature/co9119869,,,,SUCCESSO,200.0
T.d.m. Shoe Sistem Srl,https://italy.globaldatabase.com/company/t-d-m-shoe-sistem-s-r-l,,,,SUCCESSO,200.0
Grafin Srl,https://www.dnb.com/business-directory/company-profiles.grafin_srl.7da1d794b0c6428d4e889f677b4a5a61.html,,,,SUCCESSO,403.0
Calzaturificio Emme Moda Srl,https://www.erremmemoda.it/,,,,SUCCESSO,200.0
Calzaturificio New Holden Srl,https://www.calzaturificiogensi.com/en/,,,,SUCCESSO,200.0
Arte Et Labore Calzature Srl,https://www.yelp.com/biz/arte-et-labore-calzature-airola,,,,SUCCESSO,200.0
Calzaturificio Feliciana Di Mangia Vincenzo,http://web.tiscali.it/felicianaitaly/indexen.htm,,,,TIMEOUT,
Calzaturificio Fi.gi Srl,https://www.calzaturificiogensi.com/en/,,,,SUCCESSO,200.0
Santoro Salvatore,https://en.wikipedia.org/wiki/List_of_past_Lucchese_crime_family_mobsters,,,,SUCCESSO,200.0
Il Suolificio Srl,https://suolificiogl.com/,,,,SUCCESSO,200.0
Suolificio D.p.l. Di Migliardi Ernesto & C. Sas,https://suolificiogl.com/,,,,SUCCESSO,200.0
Calzaturificio Ardito S.r.l.,https://www.calzaturificioardito.com/,,,,SUCCESSO,200.0
Mina Shoes Di Greco Francesco,https://www.misterimprese.it/campania/caserta/sant-arpino/calzature-produzione-e-vendita-ingrosso/1600379.html,,,,SUCCESSO,200.0
Samax Srl,https://www.facebook.com/SAMAXSRL/,,,,SUCCESSO,200.0
